record_id,project_id,project_name,developer_id,report_date,milestone_name,milestone_planned_start,milestone_planned_end,milestone_actual_start,milestone_actual_end,planned_progress_pct,actual_progress_pct,progress_variance_pct,delay_days,delay_reason,planned_budget_aed,actual_cost_aed,cost_variance_aed,cost_overrun_pct,total_project_budget_aed,total_spent_to_date_aed,budget_utilization_pct,contractor_id,contractor_name,labour_deployed,labour_planned,resource_utilization_pct,rera_inspection_passed,quality_score,safety_incidents,project_health_score,delay_risk_flag,escalation_flag,next_milestone,next_milestone_due_date,handover_date_original,handover_date_revised
CONS004742,PRJ0114,Reportage Properties Meydan Gardens,DEV0015,2025-08-01,Structure,2025-06-02,2025-09-30,2025-06-12,2025-10-20,83.0,82.1,-0.94,20,Regulatory,87567374,102398117,14830743,16.94,525404244,204796234,116.94,CONT065,Contractor_101,88,85,103.53,True,86.6,0,83.6,False,True,MEP,2025-12-29,2026-08-26,2025-09-30
CONS004743,PRJ0031,RAK Properties JBR Heights,DEV0011,2025-08-01,MEP,2025-02-02,2025-05-03,2025-02-02,2025-05-04,89.4,92.2,2.76,1,,222355354,178706617,-43648737,-19.63,1334132124,536119851,80.37,CONT189,Contractor_032,55,72,76.39,True,80.9,0,92.1,False,False,Façade,2025-07-02,2026-04-28,2025-05-03
CONS004744,PRJ0027,Meydan Group MBR City Gardens,DEV0020,2025-08-01,Foundation,2025-08-01,2025-09-30,2025-08-07,2025-10-13,65.5,69.8,4.33,13,,67296854,64091447,-3205407,-4.76,403781124,64091447,95.24,CONT192,Contractor_079,46,61,75.41,True,69.4,0,83.9,False,False,Structure,2026-01-28,2026-10-25,2025-09-30
CONS004745,PRJ0148,Ellington Properties Dubai Hills Estate Heights,DEV0010,2025-08-01,Structure,2025-06-02,2025-09-30,2025-06-05,2025-10-07,68.6,56.5,-12.09,7,,342464041,333060541,-9403500,-2.75,2054784246,666121082,97.25,CONT192,Contractor_169,303,332,91.27,True,84.7,0,91.8,True,False,MEP,2025-12-29,2026-08-26,2025-09-30
CONS004746,PRJ0150,Dubai Properties Corniche Tower,DEV0019,2025-08-01,Foundation,2025-08-01,2025-09-30,2025-08-03,2025-10-05,65.2,61.1,-4.08,5,,62843488,72213198,9369710,14.91,377060928,72213198,114.91,CONT123,Contractor_025,138,191,72.25,True,90.4,0,90.2,False,False,Structure,2026-01-28,2026-10-25,2025-09-30
CONS004747,PRJ0042,Meraas Masdar City Gardens,DEV0005,2025-08-01,MEP,2025-02-02,2025-05-03,2025-02-02,,60.5,53.9,-6.63,0,,164518501,179875906,15357405,9.33,987111006,539627718,109.33,CONT194,Contractor_149,486,495,98.18,False,81.7,0,89.9,False,False,Façade,2025-07-02,2026-04-28,2025-05-03
CONS004748,PRJ0010,Dubai Properties Sports City Heights,DEV0019,2025-08-01,Façade,2024-11-04,2025-01-03,2024-11-09,2025-01-14,83.3,77.8,-5.47,11,,321378456,259862142,-61516314,-19.14,1928270736,1039448568,80.86,CONT025,Contractor_108,270,262,103.05,True,80.2,0,88.8,False,False,Fit-Out,2025-04-03,2026-01-28,2025-01-03
CONS004749,PRJ0177,Dubai Properties Al Taawun Gardens,DEV0019,2025-08-01,Fit-Out,2024-09-05,2024-12-04,2024-09-05,,96.4,100.0,3.6,0,,65879238,78488583,12609345,19.14,395275428,392442915,119.14,CONT080,Contractor_137,48,77,62.34,True,81.8,0,87.0,False,True,Handover,2025-01-03,2025-11-29,2024-12-04
CONS004750,PRJ0091,Tiger Properties Discovery Gardens Heights,DEV0012,2025-08-01,Handover,2024-06-07,2024-07-07,2024-06-07,2024-07-08,74.3,73.2,-1.14,1,,90106519,92888679,2782160,3.09,540639114,557332074,103.09,CONT072,Contractor_172,186,178,104.49,True,86.6,0,93.4,False,False,Handover,2024-08-06,2025-08-31,2024-07-07
CONS004751,PRJ0038,RAK Properties Al Majaz Gardens,DEV0011,2025-08-01,Foundation,2025-08-01,2025-09-30,2025-08-15,2025-10-28,60.8,49.8,-10.97,28,Regulatory,152039079,132471461,-19567618,-12.87,912234474,132471461,87.13,CONT034,Contractor_178,94,99,94.95,True,83.3,0,84.9,True,False,Structure,2026-01-28,2026-10-25,2025-09-30
CONS004752,PRJ0111,Select Group Al Ghadeer Gardens,DEV0014,2025-08-01,Handover,2024-06-07,2024-07-07,2024-06-09,2024-07-12,74.0,75.1,1.14,5,,195184952,173442672,-21742280,-11.14,1171109712,1040656032,88.86,CONT082,Contractor_070,345,382,90.31,True,73.3,0,87.8,False,False,Handover,2024-08-06,2025-08-31,2024-07-07
CONS004753,PRJ0170,Sobha Realty Dubai Hills Estate Heights,DEV0006,2025-08-01,Handover,2024-06-07,2024-07-07,2024-06-10,2024-07-14,82.2,76.0,-6.24,7,,237530165,203306070,-34224095,-14.41,1425180990,1219836420,85.59,CONT010,Contractor_008,251,276,90.94,False,77.3,0,88.8,False,False,Handover,2024-08-06,2025-08-31,2024-07-07
CONS004754,PRJ0076,Emaar Properties MBR City Tower,DEV0001,2025-08-01,Handover,2024-06-07,2024-07-07,2024-06-20,2024-08-03,79.9,81.5,1.59,27,Weather,63278315,54172381,-9105934,-14.39,379669890,325034286,85.61,CONT037,Contractor_192,71,75,94.67,True,78.3,0,83.2,False,False,Handover,2024-08-06,2025-08-31,2024-07-07
CONS004755,PRJ0146,RAK Properties Palm Jumeirah Tower,DEV0011,2025-08-01,Structure,2025-06-02,2025-09-30,2025-06-13,2025-10-23,67.5,57.3,-10.17,23,Material Delay,448802857,373387514,-75415343,-16.8,2692817142,746775028,83.2,CONT101,Contractor_104,404,385,104.94,True,70.8,0,81.4,True,False,MEP,2025-12-29,2026-08-26,2025-09-30
CONS004756,PRJ0168,Danube Properties JVC Tower,DEV0008,2025-08-01,Handover,2024-06-07,2024-07-07,2024-06-22,2024-08-06,84.1,75.4,-8.66,30,Weather,42896855,38756127,-4140728,-9.65,257381130,232536762,90.35,CONT161,Contractor_049,705,855,82.46,True,78.2,0,82.3,False,False,Handover,2024-08-06,2025-08-31,2024-07-07
CONS004757,PRJ0062,Danube Properties JBR Heights,DEV0008,2025-08-01,MEP,2025-02-02,2025-05-03,2025-02-06,2025-05-12,83.3,81.1,-2.17,9,,77289918,82590494,5300576,6.86,463739508,247771482,106.86,CONT129,Contractor_093,379,467,81.16,True,93.7,0,92.7,False,False,Façade,2025-07-02,2026-04-28,2025-05-03
CONS004758,PRJ0016,Select Group Meydan Heights,DEV0014,2025-08-01,MEP,2025-02-02,2025-05-03,2025-02-05,2025-05-10,73.3,65.0,-8.35,7,,83138288,87774199,4635911,5.58,498829728,263322597,105.58,CONT137,Contractor_031,105,137,76.64,True,68.6,0,83.7,False,False,Façade,2025-07-02,2026-04-28,2025-05-03
CONS004759,PRJ0092,Binghatti Muwaileh Tower,DEV0009,2025-08-01,Handover,2024-06-07,2024-07-07,2024-06-07,,85.5,75.2,-10.28,0,,147335479,157095849,9760370,6.62,884012874,942575094,106.62,CONT050,Contractor_076,87,112,77.68,True,61.2,0,82.5,True,False,Handover,2024-08-06,2025-08-31,2024-07-07
CONS004760,PRJ0132,Tiger Properties Al Khan Tower,DEV0012,2025-08-01,Façade,2024-11-04,2025-01-03,2024-11-04,,98.2,99.7,1.49,0,,72772584,58765429,-14007155,-19.25,436635504,235061716,80.75,CONT043,Contractor_145,187,186,100.54,True,81.9,0,92.8,False,False,Fit-Out,2025-04-03,2026-01-28,2025-01-03
CONS004761,PRJ0093,Meraas Dubai Creek Harbour Tower,DEV0005,2025-08-01,Foundation,2025-08-01,2025-09-30,2025-08-03,2025-10-04,63.8,62.9,-0.92,4,,200383028,181117523,-19265505,-9.61,1202298168,181117523,90.39,CONT025,Contractor_022,115,122,94.26,True,54.1,0,80.4,False,False,Structure,2026-01-28,2026-10-25,2025-09-30
CONS004762,PRJ0140,RAK Properties Dubai South Heights,DEV0011,2025-08-01,Fit-Out,2024-09-05,2024-12-04,2024-09-16,2024-12-26,93.0,84.3,-8.73,22,Design Change,30072611,31784999,1712388,5.69,180435666,158924995,105.69,CONT142,Contractor_016,59,57,103.51,True,95.7,0,90.0,False,False,Handover,2025-01-03,2025-11-29,2024-12-04
CONS004763,PRJ0104,Samana Developers Palm Jumeirah Gardens,DEV0016,2025-08-01,Fit-Out,2024-09-05,2024-12-04,2024-09-06,2024-12-07,88.8,91.9,3.15,3,,344758144,288903619,-55854525,-16.2,2068548864,1444518095,83.8,CONT039,Contractor_044,108,172,62.79,False,83.0,0,92.3,False,False,Handover,2025-01-03,2025-11-29,2024-12-04
CONS004764,PRJ0013,Reportage Properties Meydan Heights,DEV0015,2025-08-01,Structure,2025-06-02,2025-09-30,2025-06-07,2025-10-10,83.7,80.6,-3.07,10,,113668542,94879618,-18788924,-16.53,682011252,189759236,83.47,CONT197,Contractor_042,99,95,104.21,True,65.9,0,83.4,False,False,MEP,2025-12-29,2026-08-26,2025-09-30
CONS004765,PRJ0016,Reportage Properties JVC Gardens,DEV0015,2025-08-01,Foundation,2025-08-01,2025-09-30,2025-08-08,2025-10-15,88.9,81.2,-7.69,15,Regulatory,204952253,190789825,-14162428,-6.91,1229713518,190789825,93.09,CONT160,Contractor_101,15,22,68.18,True,69.1,0,83.1,False,False,Structure,2026-01-28,2026-10-25,2025-09-30
CONS004766,PRJ0037,Tiger Properties Fujairah City Heights,DEV0012,2025-08-01,MEP,2025-02-02,2025-05-03,2025-02-06,2025-05-11,68.9,65.6,-3.31,8,,34387888,37490058,3102170,9.02,206327328,112470174,109.02,CONT126,Contractor_111,215,228,94.3,True,69.7,2,82.8,False,True,Façade,2025-07-02,2026-04-28,2025-05-03
CONS004767,PRJ0198,Ellington Properties Khalifa City Tower,DEV0010,2025-08-01,Structure,2025-06-02,2025-09-30,2025-06-02,,67.4,77.0,9.61,0,,341686882,382884854,41197972,12.06,2050121292,765769708,112.06,CONT148,Contractor_107,92,94,97.87,True,91.9,0,93.1,False,False,MEP,2025-12-29,2026-08-26,2025-09-30
CONS004768,PRJ0053,Samana Developers Business Bay Heights,DEV0016,2025-08-01,Façade,2024-11-04,2025-01-03,2024-11-04,,81.3,80.9,-0.4,0,,196297087,194700855,-1596232,-0.81,1177782522,778803420,99.19,CONT125,Contractor_071,167,235,71.06,False,87.9,0,95.2,False,False,Fit-Out,2025-04-03,2026-01-28,2025-01-03
CONS004769,PRJ0028,Majid Al Futtaim Al Raha Beach Gardens,DEV0018,2025-08-01,Handover,2024-06-07,2024-07-07,2024-06-11,2024-07-15,90.3,81.0,-9.34,8,,441061232,415715534,-25345698,-5.75,2646367392,2494293204,94.25,CONT154,Contractor_190,55,73,75.34,True,71.5,0,86.2,False,False,Handover,2024-08-06,2025-08-31,2024-07-07
CONS004770,PRJ0051,Nakheel JVC Heights,DEV0004,2025-08-01,Fit-Out,2024-09-05,2024-12-04,2024-09-08,2024-12-10,90.2,89.7,-0.53,6,,321760717,296283708,-25477009,-7.92,1930564302,1481418540,92.08,CONT033,Contractor_198,172,205,83.9,True,70.3,0,86.3,False,False,Handover,2025-01-03,2025-11-29,2024-12-04
CONS004771,PRJ0096,Sobha Realty Dubai South Heights,DEV0006,2025-08-01,Fit-Out,2024-09-05,2024-12-04,2024-09-06,2024-12-07,72.2,68.5,-3.68,3,,109060979,123364692,14303713,13.12,654365874,616823460,113.12,CONT125,Contractor_003,81,82,98.78,True,73.3,0,84.5,False,False,Handover,2025-01-03,2025-11-29,2024-12-04
CONS004772,PRJ0004,Meydan Group Khalifa City Tower,DEV0020,2025-08-01,Structure,2025-06-02,2025-09-30,2025-06-11,2025-10-19,71.0,65.6,-5.39,19,Weather,252996619,290122262,37125643,14.67,1517979714,580244524,114.67,CONT041,Contractor_024,67,108,62.04,True,63.8,0,75.4,False,False,MEP,2025-12-29,2026-08-26,2025-09-30
CONS004773,PRJ0021,Aldar Properties Downtown Dubai Tower,DEV0003,2025-08-01,Façade,2024-11-04,2025-01-03,2024-11-04,,75.6,80.0,4.42,0,,187034318,213728491,26694173,14.27,1122205908,854913964,114.27,CONT174,Contractor_087,363,427,85.01,True,71.3,0,84.2,False,False,Fit-Out,2025-04-03,2026-01-28,2025-01-03
CONS004774,PRJ0177,Binghatti Al Barsha Tower,DEV0009,2025-08-01,Structure,2025-06-02,2025-09-30,2025-06-04,2025-10-05,76.2,82.6,6.37,5,,423810613,470335783,46525170,10.98,2542863678,940671566,110.98,CONT017,Contractor_198,21,21,100.0,True,99.0,0,94.8,False,False,MEP,2025-12-29,2026-08-26,2025-09-30
CONS004775,PRJ0093,Meraas Al Raha Beach Tower,DEV0005,2025-08-01,Handover,2024-06-07,2024-07-07,2024-06-07,2024-07-08,71.0,68.5,-2.49,1,,72486785,77131718,4644933,6.41,434920710,462790308,106.41,CONT060,Contractor_006,319,380,83.95,True,68.8,1,85.3,False,True,Handover,2024-08-06,2025-08-31,2024-07-07
CONS004776,PRJ0105,Majid Al Futtaim Yas Island Gardens,DEV0018,2025-08-01,MEP,2025-02-02,2025-05-03,2025-02-02,2025-05-04,65.0,62.4,-2.6,1,,938028276,1031032707,93004431,9.91,5628169656,3093098121,109.91,CONT191,Contractor_084,381,609,62.56,False,64.5,0,82.5,False,False,Façade,2025-07-02,2026-04-28,2025-05-03
CONS004777,PRJ0103,Azizi Developments Al Khan Gardens,DEV0007,2025-08-01,Foundation,2025-08-01,2025-09-30,2025-08-01,2025-10-01,62.5,57.6,-4.93,1,,79333148,75818744,-3514404,-4.43,475998888,75818744,95.57,CONT086,Contractor_099,552,678,81.42,False,79.2,0,91.4,False,False,Structure,2026-01-28,2026-10-25,2025-09-30
CONS004778,PRJ0041,Binghatti Al Reem Island Gardens,DEV0009,2025-08-01,Fit-Out,2024-09-05,2024-12-04,2024-09-08,2024-12-11,78.9,84.3,5.4,7,,303443941,252385507,-51058434,-16.83,1820663646,1261927535,83.17,CONT125,Contractor_200,91,89,102.25,True,83.9,0,91.5,False,False,Handover,2025-01-03,2025-11-29,2024-12-04
CONS004779,PRJ0168,Aldar Properties Dubai Hills Estate Heights,DEV0003,2025-09-01,Fit-Out,2024-10-06,2025-01-04,2024-10-14,2025-01-20,76.6,78.4,1.82,16,Material Delay,679340844,721382675,42041831,6.19,4076045064,3606913375,106.19,CONT149,Contractor_037,109,144,75.69,False,81.9,1,86.1,False,True,Handover,2025-02-03,2025-12-30,2025-01-04
CONS004780,PRJ0138,Aldar Properties DAMAC Hills Tower,DEV0003,2025-09-01,Handover,2024-07-08,2024-08-07,2024-07-10,2024-08-12,89.0,93.6,4.63,5,,284846097,319213831,34367734,12.07,1709076582,1915282986,112.07,CONT173,Contractor_117,402,372,108.06,True,67.3,0,81.8,False,False,Handover,2024-09-06,2025-10-01,2024-08-07
CONS004781,PRJ0063,Emaar Properties Business Bay Heights,DEV0001,2025-09-01,Façade,2024-12-05,2025-02-03,2024-12-06,2025-02-06,65.8,62.6,-3.2,3,,231558907,189826498,-41732409,-18.02,1389353442,759305992,81.98,CONT127,Contractor_058,144,172,83.72,False,90.7,0,95.4,False,False,Fit-Out,2025-05-04,2026-02-28,2025-02-03
CONS004782,PRJ0041,Object 1 Arabian Ranches Gardens,DEV0017,2025-09-01,Fit-Out,2024-10-06,2025-01-04,2024-10-09,2025-01-11,97.5,87.4,-10.1,7,,236621179,215316272,-21304907,-9.0,1419727074,1076581360,91.0,CONT082,Contractor_184,527,708,74.44,True,73.1,0,87.1,True,False,Handover,2025-02-03,2025-12-30,2025-01-04
CONS004783,PRJ0018,Emaar Properties Saadiyat Island Gardens,DEV0001,2025-09-01,Fit-Out,2024-10-06,2025-01-04,2024-10-12,2025-01-17,61.7,63.3,1.57,13,,564085430,496681237,-67404193,-11.95,3384512580,2483406185,88.05,CONT057,Contractor_197,51,48,106.25,True,78.8,1,87.6,False,True,Handover,2025-02-03,2025-12-30,2025-01-04
CONS004784,PRJ0167,Dubai Properties Al Furjan Tower,DEV0019,2025-09-01,Structure,2025-07-03,2025-10-31,2025-07-05,2025-11-04,90.1,83.2,-6.93,4,,166677258,181070145,14392887,8.64,1000063548,362140290,108.64,CONT084,Contractor_056,198,285,69.47,True,68.4,1,83.6,False,True,MEP,2026-01-29,2026-09-26,2025-10-31
CONS004785,PRJ0063,Dubai Properties JBR Tower,DEV0019,2025-09-01,Façade,2024-12-05,2025-02-03,2024-12-05,2025-02-04,67.2,79.3,12.08,1,,49046863,58631395,9584532,19.54,294281178,234525580,119.54,CONT008,Contractor_090,175,160,109.38,True,71.9,0,82.6,False,True,Fit-Out,2025-05-04,2026-02-28,2025-02-03
CONS004786,PRJ0154,Imtiaz Developments Dubai Marina Tower,DEV0013,2025-09-01,MEP,2025-03-05,2025-06-03,2025-03-08,2025-06-09,64.9,64.7,-0.15,6,,162525365,140716549,-21808816,-13.42,975152190,422149647,86.58,CONT186,Contractor_105,26,35,74.29,True,83.7,0,91.7,False,False,Façade,2025-08-02,2026-05-29,2025-06-03
CONS004787,PRJ0128,Dubai Properties Palm Jumeirah Tower,DEV0019,2025-09-01,Façade,2024-12-05,2025-02-03,2024-12-06,2025-02-06,68.9,65.5,-3.38,3,,61500230,54057120,-7443110,-12.1,369001380,216228480,87.9,CONT107,Contractor_007,455,564,80.67,True,69.0,0,86.7,False,False,Fit-Out,2025-05-04,2026-02-28,2025-02-03
CONS004788,PRJ0106,Azizi Developments Arabian Ranches Heights,DEV0007,2025-09-01,Foundation,2025-09-01,2025-10-31,2025-09-04,2025-11-06,70.8,73.4,2.64,6,,287690749,330960671,43269922,15.04,1726144494,330960671,115.04,CONT072,Contractor_072,160,165,96.97,True,75.6,0,83.9,False,True,Structure,2026-02-28,2026-11-25,2025-10-31
CONS004789,PRJ0169,DAMAC Properties Al Qasimia Tower,DEV0002,2025-09-01,Handover,2024-07-08,2024-08-07,2024-07-26,2024-09-13,74.5,61.0,-13.45,37,Weather,249141551,235312803,-13828748,-5.55,1494849306,1411876818,94.45,CONT069,Contractor_044,99,138,71.74,True,83.2,0,82.2,True,False,Handover,2024-09-06,2025-10-01,2024-09-20
CONS004790,PRJ0115,Majid Al Futtaim Yas Island Gardens,DEV0018,2025-09-01,Façade,2024-12-05,2025-02-03,2024-12-10,2025-02-13,70.6,66.9,-3.7,10,,194987291,227655579,32668288,16.75,1169923746,910622316,116.75,CONT068,Contractor_115,752,695,108.2,True,89.3,0,87.7,False,True,Fit-Out,2025-05-04,2026-02-28,2025-02-03
CONS004791,PRJ0163,Binghatti Dubai Hills Estate Tower,DEV0009,2025-09-01,Fit-Out,2024-10-06,2025-01-04,2024-10-07,2025-01-06,72.5,68.2,-4.27,2,,354058158,299561549,-54496609,-15.39,2124348948,1497807745,84.61,CONT100,Contractor_165,52,53,98.11,True,75.1,2,89.4,False,True,Handover,2025-02-03,2025-12-30,2025-01-04
CONS004792,PRJ0167,Majid Al Futtaim Sports City Heights,DEV0018,2025-09-01,Fit-Out,2024-10-06,2025-01-04,2024-10-19,2025-01-30,60.5,48.6,-11.92,26,Material Delay,118847964,127769498,8921534,7.51,713087784,638847490,107.51,CONT054,Contractor_035,170,234,72.65,False,83.6,2,83.4,True,True,Handover,2025-02-03,2025-12-30,2025-01-04
CONS004793,PRJ0040,Majid Al Futtaim Al Furjan Heights,DEV0018,2025-09-01,Foundation,2025-09-01,2025-10-31,2025-09-03,2025-11-04,64.4,63.0,-1.36,4,,584321046,531351475,-52969571,-9.07,3505926276,531351475,90.93,CONT151,Contractor_083,283,434,65.21,True,74.6,0,88.6,False,False,Structure,2026-02-28,2026-11-25,2025-10-31
CONS004794,PRJ0121,Samana Developers Dubai Creek Harbour Gardens,DEV0016,2025-09-01,Fit-Out,2024-10-06,2025-01-04,2024-10-14,2025-01-20,72.9,75.8,2.87,16,Weather,428485706,436993796,8508090,1.99,2570914236,2184968980,101.99,CONT154,Contractor_145,403,492,81.91,True,79.1,0,86.2,False,False,Handover,2025-02-03,2025-12-30,2025-01-04
CONS004795,PRJ0117,Meraas Arabian Ranches Gardens,DEV0005,2025-09-01,Handover,2024-07-08,2024-08-07,2024-07-11,2024-08-13,87.9,80.0,-7.91,6,,104411167,104626724,215557,0.21,626467002,627760344,100.21,CONT095,Contractor_118,249,393,63.36,True,68.6,0,85.6,False,False,Handover,2024-09-06,2025-10-01,2024-08-07
CONS004796,PRJ0110,Tiger Properties Saadiyat Island Heights,DEV0012,2025-09-01,Handover,2024-07-08,2024-08-07,2024-07-12,2024-08-16,70.2,62.6,-7.62,9,,290731089,252284994,-38446095,-13.22,1744386534,1513709964,86.78,CONT069,Contractor_073,573,716,80.03,True,100.0,0,97.3,False,False,Handover,2024-09-06,2025-10-01,2024-08-07
CONS004797,PRJ0149,Imtiaz Developments DAMAC Hills Tower,DEV0013,2025-09-01,Fit-Out,2024-10-06,2025-01-04,2024-10-13,2025-01-18,75.5,75.9,0.43,14,,201310624,239420884,38110260,18.93,1207863744,1197104420,118.93,CONT200,Contractor_151,61,63,96.83,False,82.6,0,83.2,False,True,Handover,2025-02-03,2025-12-30,2025-01-04
CONS004798,PRJ0004,Danube Properties Dubai South Tower,DEV0008,2025-09-01,Façade,2024-12-05,2025-02-03,2024-12-06,2025-02-06,67.7,70.2,2.49,3,,379962213,329793022,-50169191,-13.2,2279773278,1319172088,86.8,CONT103,Contractor_032,211,261,80.84,False,88.3,0,94.4,False,False,Fit-Out,2025-05-04,2026-02-28,2025-02-03
CONS004799,PRJ0115,Dubai Properties Yas Island Tower,DEV0019,2025-09-01,Structure,2025-07-03,2025-10-31,2025-07-06,2025-11-06,74.5,76.3,1.77,6,,242520445,243651268,1130823,0.47,1455122670,487302536,100.47,CONT186,Contractor_187,301,356,84.55,True,72.1,0,86.9,False,False,MEP,2026-01-29,2026-09-26,2025-10-31
CONS004800,PRJ0041,Ellington Properties Al Reef Heights,DEV0010,2025-09-01,Fit-Out,2024-10-06,2025-01-04,2024-10-10,2025-01-12,74.8,72.5,-2.29,8,,1586665394,1473882640,-112782754,-7.11,9519992364,7369413200,92.89,CONT075,Contractor_143,18,29,62.07,True,71.1,0,86.0,False,False,Handover,2025-02-03,2025-12-30,2025-01-04
CONS004801,PRJ0088,Meraas Fujairah City Heights,DEV0005,2025-09-01,Façade,2024-12-05,2025-02-03,2024-12-08,2025-02-10,93.6,94.2,0.6,7,,374739453,398675797,23936344,6.39,2248436718,1594703188,106.39,CONT157,Contractor_084,190,178,106.74,True,68.6,0,83.4,False,False,Fit-Out,2025-05-04,2026-02-28,2025-02-03
CONS004802,PRJ0180,Reportage Properties Corniche Gardens,DEV0015,2025-09-01,Façade,2024-12-05,2025-02-03,2024-12-08,2025-02-10,63.7,57.9,-5.75,7,,213086614,183600039,-29486575,-13.84,1278519684,734400156,86.16,CONT196,Contractor_010,151,190,79.47,False,80.5,0,90.1,False,False,Fit-Out,2025-05-04,2026-02-28,2025-02-03
CONS004803,PRJ0166,Object 1 Al Jurf Heights,DEV0017,2025-09-01,Structure,2025-07-03,2025-10-31,2025-07-09,2025-11-13,79.7,73.3,-6.45,13,,173275876,177474804,4198928,2.42,1039655256,354949608,102.42,CONT033,Contractor_121,220,223,98.65,True,66.6,0,82.0,False,False,MEP,2026-01-29,2026-09-26,2025-10-31
CONS004804,PRJ0196,Object 1 Dubai Creek Harbour Gardens,DEV0017,2025-09-01,Foundation,2025-09-01,2025-10-31,2025-09-18,2025-12-04,96.6,79.7,-16.9,34,Regulatory,142218124,164686569,22468445,15.8,853308744,164686569,115.8,CONT089,Contractor_008,97,152,63.82,True,54.9,0,67.0,True,True,Structure,2026-02-28,2026-11-25,2025-12-10
CONS004805,PRJ0031,Aldar Properties Motor City Tower,DEV0003,2025-09-01,Structure,2025-07-03,2025-10-31,2025-07-23,2025-12-10,97.8,84.4,-13.36,40,Financing,391801856,369574689,-22227167,-5.67,2350811136,739149378,94.33,CONT072,Contractor_103,185,258,71.71,True,76.3,0,78.5,True,False,MEP,2026-01-29,2026-09-26,2025-12-18
CONS004806,PRJ0090,Imtiaz Developments Al Marjan Island Tower,DEV0013,2025-09-01,Handover,2024-07-08,2024-08-07,2024-07-09,2024-08-09,60.0,66.2,6.21,2,,58832793,50923523,-7909270,-13.44,352996758,305541138,86.56,CONT063,Contractor_053,379,395,95.95,True,85.1,0,93.4,False,False,Handover,2024-09-06,2025-10-01,2024-08-07
CONS004807,PRJ0175,Tiger Properties Al Qasimia Tower,DEV0012,2025-09-01,Foundation,2025-09-01,2025-10-31,2025-09-02,2025-11-03,81.8,78.0,-3.75,3,,216756577,238508804,21752227,10.04,1300539462,238508804,110.04,CONT170,Contractor_079,686,660,103.94,False,68.8,0,83.6,False,False,Structure,2026-02-28,2026-11-25,2025-10-31
CONS004808,PRJ0012,Object 1 Yas Acres Heights,DEV0017,2025-09-01,Façade,2024-12-05,2025-02-03,2024-12-05,2025-02-04,87.0,87.7,0.67,1,,95442880,108272368,12829488,13.44,572657280,433089472,113.44,CONT086,Contractor_007,48,69,69.57,True,73.7,1,85.1,False,True,Fit-Out,2025-05-04,2026-02-28,2025-02-03
CONS004809,PRJ0167,Emaar Properties Masdar City Heights,DEV0001,2025-09-01,Fit-Out,2024-10-06,2025-01-04,2024-10-08,2025-01-08,64.9,62.8,-2.14,4,,240176857,250765938,10589081,4.41,1441061142,1253829690,104.41,CONT010,Contractor_153,171,176,97.16,False,66.8,0,84.2,False,False,Handover,2025-02-03,2025-12-30,2025-01-04
CONS004810,PRJ0083,Danube Properties Al Khan Gardens,DEV0008,2025-09-01,Structure,2025-07-03,2025-10-31,2025-07-06,2025-11-06,62.7,62.5,-0.21,6,,156655186,181501375,24846189,15.86,939931116,363002750,115.86,CONT132,Contractor_195,101,94,107.45,True,79.0,0,85.0,False,True,MEP,2026-01-29,2026-09-26,2025-10-31
CONS004811,PRJ0012,Meydan Group JVC Gardens,DEV0020,2025-09-01,Handover,2024-07-08,2024-08-07,2024-07-10,2024-08-12,63.8,58.2,-5.65,5,,309066672,299710662,-9356010,-3.03,1854400032,1798263972,96.97,CONT188,Contractor_149,185,210,88.1,False,70.3,1,86.6,False,True,Handover,2024-09-06,2025-10-01,2024-08-07
CONS004812,PRJ0006,Sobha Realty Dubai South Heights,DEV0006,2025-09-01,Fit-Out,2024-10-06,2025-01-04,2024-10-07,2025-01-06,91.2,95.6,4.37,2,,176894994,195550908,18655914,10.55,1061369964,977754540,110.55,CONT043,Contractor_065,266,349,76.22,True,92.4,1,93.2,False,True,Handover,2025-02-03,2025-12-30,2025-01-04
CONS004813,PRJ0061,Object 1 Al Furjan Gardens,DEV0017,2025-09-01,Structure,2025-07-03,2025-10-31,2025-07-05,2025-11-04,74.2,73.8,-0.41,4,,296785564,265621420,-31164144,-10.5,1780713384,531242840,89.5,CONT177,Contractor_008,34,32,106.25,True,73.5,0,88.2,False,False,MEP,2026-01-29,2026-09-26,2025-10-31
CONS004814,PRJ0141,Meraas Palm Jumeirah Heights,DEV0005,2025-09-01,Handover,2024-07-08,2024-08-07,2024-07-09,2024-08-09,62.1,55.9,-6.17,2,,21564311,17707141,-3857170,-17.89,129385866,106242846,82.11,CONT103,Contractor_084,81,122,66.39,True,66.1,0,85.8,False,False,Handover,2024-09-06,2025-10-01,2024-08-07
CONS004815,PRJ0104,Reportage Properties Yas Island Heights,DEV0015,2025-09-01,Façade,2024-12-05,2025-02-03,2024-12-05,2025-02-04,81.3,81.2,-0.14,1,,172092877,189632921,17540044,10.19,1032557262,758531684,110.19,CONT021,Contractor_193,370,400,92.5,True,71.4,0,85.2,False,False,Fit-Out,2025-05-04,2026-02-28,2025-02-03
