record_id,record_date,year,month,developer_id,developer_name,developer_tier,project_name,emirate,locality,property_type,property_category,bedrooms,units_launched,launch_price_ppsf_aed,units_sold_pct,absorption_rate_units_pm,discount_offered_pct,payment_plan_offered,completion_status,possession_timeline_months,marketing_spend_estimate_aed,digital_ad_impressions,social_media_mentions,cityscape_presence,price_change_pct_mom,competitor_strength_score
COMP002172,2024-03-01,2024,3,DEV0019,Dubai Properties,Tier 1,Dubai Properties Yas Island Tower,Abu Dhabi,Yas Island,Commercial,Affordable,Studio,169,468.2,97.2,54.8,3.6,Mortgage,Off-Plan,24,77846,72577,1913,False,-1.08,70.5
COMP002173,2024-03-01,2024,3,DEV0004,Nakheel,Tier 1,Nakheel Arabian Ranches Heights,Dubai,Arabian Ranches,Villa,Mid-Market,1BR,87,1170.73,53.9,46.9,6.52,Cash,Off-Plan,5,294136,279482,83,False,0.0,61.1
COMP002174,2024-04-01,2024,4,DEV0007,Azizi Developments,Tier 2,Azizi Developments Al Furjan Residences,Dubai,Al Furjan,Commercial,Mid-Market,3BR,52,1845.99,56.4,9.8,6.91,Post-Handover Payment Plan (PHPP),Off-Plan,27,350629,1068190,1030,False,0.79,41.7
COMP002175,2024-04-01,2024,4,DEV0001,Emaar Properties,Tier 1,Emaar Properties Khalifa City Heights,Abu Dhabi,Khalifa City,Apartment,Mid-Market,3BR,44,1866.75,57.8,25.4,5.93,Cash,Off-Plan,29,258456,350759,20,False,-0.57,49.4
COMP002176,2024-04-01,2024,4,DEV0015,Reportage Properties,Tier 3,Reportage Properties Al Reef Tower,Abu Dhabi,Al Reef,Plot,Mid-Market,1BR,130,1416.91,84.3,27.4,6.63,Post-Handover Payment Plan (PHPP),Off-Plan,28,194318,76085,54,False,1.22,59.8
COMP002177,2024-04-01,2024,4,DEV0011,RAK Properties,Tier 2,RAK Properties JVC Heights,Dubai,JVC,Townhouse,Affordable,5BR+,32,488.46,58.8,2.7,1.2,Cash,Ready,0,1478692,557459,468,False,-1.44,79.1
COMP002178,2024-04-01,2024,4,DEV0014,Select Group,Tier 2,Select Group Al Reef Gardens,Abu Dhabi,Al Reef,Studio,Luxury,4BR,231,8756.22,100.0,231.0,5.1,Cash,Ready,28,203991,35431,1039,False,1.04,72.8
COMP002179,2024-04-01,2024,4,DEV0005,Meraas,Tier 1,Meraas Al Ghadeer Heights,Abu Dhabi,Al Ghadeer,Apartment,Mid-Market,1BR,131,1229.89,21.2,27.8,2.42,Cash,Off-Plan,32,160386,46153,1162,False,-0.55,56.9
COMP002180,2024-04-01,2024,4,DEV0014,Select Group,Tier 2,Select Group Yas Acres Heights,Abu Dhabi,Yas Acres,Townhouse,Mid-Market,3BR,21,1753.87,41.5,4.4,6.3,Cash,Ready,1,1340464,678006,424,False,0.24,49.7
COMP002181,2024-04-01,2024,4,DEV0007,Azizi Developments,Tier 2,Azizi Developments Masdar City Heights,Abu Dhabi,Masdar City,Villa,Premium,2BR,153,2125.02,3.7,1.1,4.85,Mortgage,Off-Plan,35,98292,193223,1166,False,1.01,77.5
COMP002182,2024-04-01,2024,4,DEV0014,Select Group,Tier 2,Select Group Downtown Dubai Gardens,Dubai,Downtown Dubai,Studio,Affordable,1BR,178,1016.06,47.2,84.0,4.65,Deferred Payment,Off-Plan,34,491339,287514,318,False,0.04,95.0
COMP002183,2024-04-01,2024,4,DEV0017,Object 1,Tier 3,Object 1 MBR City Park,Dubai,MBR City,Plot,Mid-Market,1BR,316,1377.24,76.3,80.4,1.34,Mortgage,Off-Plan,28,388458,1660691,2886,False,3.44,91.2
COMP002184,2024-04-01,2024,4,DEV0020,Meydan Group,Tier 1,Meydan Group Dubai South Park,Dubai,Dubai South,Apartment,Premium,3BR,65,2853.59,12.0,3.9,5.27,Deferred Payment,Off-Plan,20,529679,630998,407,False,-2.02,76.1
COMP002185,2024-04-01,2024,4,DEV0016,Samana Developers,Tier 3,Samana Developers Dubai Marina Residences,Dubai,Dubai Marina,Apartment,Premium,1BR,61,3485.34,55.9,34.1,2.1,Mortgage,Off-Plan,27,666865,1476824,686,False,2.39,68.7
COMP002186,2024-04-01,2024,4,DEV0002,DAMAC Properties,Tier 1,DAMAC Properties Yas Acres Park,Abu Dhabi,Yas Acres,Apartment,Mid-Market,3BR,153,1902.94,64.0,49.0,6.86,Mortgage,Off-Plan,30,154140,644058,646,False,-0.64,91.5
COMP002187,2024-04-01,2024,4,DEV0005,Meraas,Tier 1,Meraas JBR Residences,Dubai,JBR,Penthouse,Mid-Market,2BR,35,1312.03,44.9,5.2,1.55,Mortgage,Ready,33,1759758,316819,278,False,1.91,54.9
COMP002188,2024-04-01,2024,4,DEV0017,Object 1,Tier 3,Object 1 Al Furjan Park,Dubai,Al Furjan,Commercial,Luxury,Studio,122,6076.99,84.9,20.7,2.73,Post-Handover Payment Plan (PHPP),Off-Plan,7,779033,615090,894,False,2.32,70.1
COMP002189,2024-04-01,2024,4,DEV0007,Azizi Developments,Tier 2,Azizi Developments Dubai Hills Estate Residences,Dubai,Dubai Hills Estate,Apartment,Premium,Studio,57,2015.45,67.3,12.8,0.1,Mortgage,Off-Plan,15,207398,125087,808,False,0.55,92.7
COMP002190,2024-04-01,2024,4,DEV0018,Majid Al Futtaim,Tier 1,Majid Al Futtaim Dubai Creek Harbour Park,Dubai,Dubai Creek Harbour,Apartment,Mid-Market,1BR,115,1841.45,17.4,10.0,2.35,Cash,Off-Plan,3,282219,166437,201,False,3.62,77.9
COMP002191,2024-04-01,2024,4,DEV0011,RAK Properties,Tier 2,RAK Properties Corniche Residences,Abu Dhabi,Corniche,Apartment,Luxury,4BR,50,8680.14,51.6,5.2,2.76,Cash,Off-Plan,11,955142,403326,992,False,3.48,78.3
COMP002192,2024-04-01,2024,4,DEV0016,Samana Developers,Tier 3,Samana Developers Saadiyat Island Heights,Abu Dhabi,Saadiyat Island,Townhouse,Premium,1BR,60,3314.31,31.4,9.4,2.84,Cash,Ready,9,135533,1719482,193,False,-1.58,81.1
COMP002193,2024-04-01,2024,4,DEV0017,Object 1,Tier 3,Object 1 Al Yarmook Tower,Sharjah,Al Yarmook,Studio,Mid-Market,2BR,73,1896.15,0.0,0.0,6.55,Cash,Off-Plan,20,59711,65043,752,False,0.29,54.2
COMP002194,2024-04-01,2024,4,DEV0013,Imtiaz Developments,Tier 2,Imtiaz Developments Al Khan Residences,Sharjah,Al Khan,Commercial,Premium,1BR,146,3459.46,34.4,12.6,5.56,Mortgage,Off-Plan,7,382585,79926,635,False,0.44,59.7
COMP002195,2024-04-01,2024,4,DEV0011,RAK Properties,Tier 2,RAK Properties Al Furjan Gardens,Dubai,Al Furjan,Townhouse,Affordable,3BR,101,965.98,51.4,13.0,4.29,Post-Handover Payment Plan (PHPP),Off-Plan,16,311781,108960,1768,False,0.36,83.6
COMP002196,2024-04-01,2024,4,DEV0006,Sobha Realty,Tier 1,Sobha Realty Al Shamkha Heights,Abu Dhabi,Al Shamkha,Commercial,Luxury,2BR,27,5905.67,79.7,4.3,1.39,Cash,Off-Plan,9,302371,145934,329,False,0.28,83.8
COMP002197,2024-04-01,2024,4,DEV0015,Reportage Properties,Tier 3,Reportage Properties Al Reem Island Gardens,Abu Dhabi,Al Reem Island,Villa,Luxury,5BR+,68,5337.58,62.1,42.2,1.57,Cash,Off-Plan,26,249169,441967,841,False,0.39,88.7
COMP002198,2024-04-01,2024,4,DEV0018,Majid Al Futtaim,Tier 1,Majid Al Futtaim Meydan Residences,Dubai,Meydan,Villa,Mid-Market,3BR,191,1545.84,79.1,151.1,4.17,Cash,Ready,29,217134,33438,709,False,-0.38,48.1
COMP002199,2024-04-01,2024,4,DEV0011,RAK Properties,Tier 2,RAK Properties Hayat Island Park,Ras Al Khaimah,Hayat Island,Villa,Mid-Market,3BR,328,1251.18,0.0,0.0,5.29,Cash,Off-Plan,25,591531,7180,178,False,-1.47,45.5
COMP002200,2024-04-01,2024,4,DEV0018,Majid Al Futtaim,Tier 1,Majid Al Futtaim Arabian Ranches Heights,Dubai,Arabian Ranches,Plot,Ultra-Luxury,3BR,104,18405.95,48.9,12.7,5.16,Cash,Off-Plan,5,475134,691407,53,False,1.51,63.0
COMP002201,2024-04-01,2024,4,DEV0012,Tiger Properties,Tier 2,Tiger Properties Al Reem Island Tower,Abu Dhabi,Al Reem Island,Apartment,Luxury,3BR,129,4115.97,43.2,27.9,2.14,Post-Handover Payment Plan (PHPP),Off-Plan,31,905110,531601,1919,False,0.04,65.9
COMP002202,2024-04-01,2024,4,DEV0009,Binghatti,Tier 2,Binghatti Al Taawun Heights,Sharjah,Al Taawun,Plot,Premium,2BR,197,3834.33,70.6,69.5,1.1,Cash,Ready,13,281973,550211,330,False,3.35,86.8
COMP002203,2024-05-01,2024,5,DEV0020,Meydan Group,Tier 1,Meydan Group Al Reem Island Residences,Abu Dhabi,Al Reem Island,Villa,Affordable,2BR,115,826.31,70.4,81.0,6.21,Post-Handover Payment Plan (PHPP),Off-Plan,21,431451,41440,71,False,-1.15,67.1
COMP002204,2024-05-01,2024,5,DEV0016,Samana Developers,Tier 3,Samana Developers Al Taawun Heights,Sharjah,Al Taawun,Plot,Premium,2BR,31,3651.82,65.0,10.1,6.75,Cash,Off-Plan,32,611979,79449,1446,False,2.14,92.3
COMP002205,2024-05-01,2024,5,DEV0007,Azizi Developments,Tier 2,Azizi Developments Al Raha Beach Heights,Abu Dhabi,Al Raha Beach,Apartment,Mid-Market,2BR,182,1150.87,51.2,31.1,5.8,Cash,Ready,13,250517,234598,527,False,3.34,49.5
COMP002206,2024-05-01,2024,5,DEV0008,Danube Properties,Tier 2,Danube Properties Discovery Gardens Park,Dubai,Discovery Gardens,Townhouse,Premium,2BR,105,2012.65,57.5,6.7,2.39,Mortgage,Ready,19,683650,709483,115,False,2.24,54.5
COMP002207,2024-05-01,2024,5,DEV0009,Binghatti,Tier 2,Binghatti Al Salama Park,Umm Al Quwain,Al Salama,Apartment,Mid-Market,5BR+,57,1285.13,80.8,4.6,1.45,Construction-Linked,Ready,16,4300678,118848,1290,False,-0.6,72.5
COMP002208,2024-05-01,2024,5,DEV0018,Majid Al Futtaim,Tier 1,Majid Al Futtaim Al Hamra Village Heights,Ras Al Khaimah,Al Hamra Village,Villa,Affordable,2BR,65,984.07,99.7,64.8,3.93,Cash,Ready,12,727917,397582,334,False,1.36,55.0
COMP002209,2024-05-01,2024,5,DEV0010,Ellington Properties,Tier 2,Ellington Properties Dubai Creek Harbour Park,Dubai,Dubai Creek Harbour,Apartment,Mid-Market,1BR,51,1566.49,100.0,25.5,6.82,Post-Handover Payment Plan (PHPP),Off-Plan,31,759502,26376,990,False,0.47,83.8
COMP002210,2024-05-01,2024,5,DEV0008,Danube Properties,Tier 2,Danube Properties Al Barsha Heights,Dubai,Al Barsha,Apartment,Luxury,3BR,107,8118.32,68.8,24.5,4.63,Cash,Off-Plan,18,694597,345011,1663,False,1.03,57.1
COMP002211,2024-05-01,2024,5,DEV0010,Ellington Properties,Tier 2,Ellington Properties JVC Tower,Dubai,JVC,Apartment,Luxury,4BR,54,6180.04,35.8,9.7,0.88,Mortgage,Off-Plan,29,94614,559178,1077,False,3.28,57.7
COMP002212,2024-05-01,2024,5,DEV0010,Ellington Properties,Tier 2,Ellington Properties Al Reef Gardens,Abu Dhabi,Al Reef,Villa,Luxury,1BR,143,5523.65,56.7,20.3,4.45,Cash,Ready,9,81878,281596,172,False,-0.49,94.1
COMP002213,2024-05-01,2024,5,DEV0007,Azizi Developments,Tier 2,Azizi Developments JBR Tower,Dubai,JBR,Villa,Mid-Market,1BR,249,1598.91,84.9,211.4,1.17,Cash,Off-Plan,10,1135910,325533,569,False,-0.36,40.3
COMP002214,2024-05-01,2024,5,DEV0016,Samana Developers,Tier 3,Samana Developers Al Raha Beach Residences,Abu Dhabi,Al Raha Beach,Villa,Luxury,2BR,249,5167.63,82.0,204.2,6.32,Construction-Linked,Off-Plan,14,376052,655160,1008,False,3.02,93.7
COMP002215,2024-05-01,2024,5,DEV0011,RAK Properties,Tier 2,RAK Properties Al Qasimia Park,Sharjah,Al Qasimia,Townhouse,Mid-Market,1BR,111,1529.48,52.6,29.2,3.78,Mortgage,Off-Plan,20,532013,891249,93,False,0.22,72.5
COMP002216,2024-05-01,2024,5,DEV0016,Samana Developers,Tier 3,Samana Developers Downtown Dubai Tower,Dubai,Downtown Dubai,Apartment,Luxury,3BR,64,8612.22,49.2,10.5,2.99,Mortgage,Ready,25,1871861,1629330,737,False,1.48,59.7
COMP002217,2024-05-01,2024,5,DEV0012,Tiger Properties,Tier 2,Tiger Properties Corniche Gardens,Abu Dhabi,Corniche,Apartment,Premium,1BR,198,2032.37,0.0,0.0,3.31,Mortgage,Ready,8,527906,439514,113,False,-0.26,92.7
COMP002218,2024-05-01,2024,5,DEV0018,Majid Al Futtaim,Tier 1,Majid Al Futtaim Meydan Tower,Dubai,Meydan,Apartment,Premium,2BR,116,2620.58,65.3,37.9,4.27,Mortgage,Off-Plan,0,1096128,146325,158,False,3.87,82.3
COMP002219,2024-05-01,2024,5,DEV0009,Binghatti,Tier 2,Binghatti Al Rashidiya Residences,Ajman,Al Rashidiya,Townhouse,Mid-Market,2BR,282,1443.08,59.3,167.2,5.67,Post-Handover Payment Plan (PHPP),Off-Plan,22,689423,1130511,539,False,0.35,61.4
COMP002220,2024-05-01,2024,5,DEV0010,Ellington Properties,Tier 2,Ellington Properties MBR City Gardens,Dubai,MBR City,Villa,Mid-Market,3BR,59,1221.64,100.0,19.7,3.83,Post-Handover Payment Plan (PHPP),Ready,29,1000104,596038,2195,False,-0.63,80.9
COMP002221,2024-05-01,2024,5,DEV0004,Nakheel,Tier 1,Nakheel Business Bay Heights,Dubai,Business Bay,Commercial,Mid-Market,2BR,114,1354.41,69.5,11.3,0.45,Cash,Off-Plan,1,852898,400699,1754,False,2.56,46.5
COMP002222,2024-05-01,2024,5,DEV0019,Dubai Properties,Tier 1,Dubai Properties Dubai Creek Harbour Park,Dubai,Dubai Creek Harbour,Townhouse,Affordable,2BR,30,529.89,71.4,21.4,4.53,Construction-Linked,Off-Plan,21,1723483,8010,977,False,-1.32,74.9
COMP002223,2024-05-01,2024,5,DEV0018,Majid Al Futtaim,Tier 1,Majid Al Futtaim Dubai South Gardens,Dubai,Dubai South,Villa,Mid-Market,4BR,24,1793.22,24.4,0.7,4.91,Mortgage,Ready,6,334634,575774,308,False,-0.38,48.2
COMP002224,2024-05-01,2024,5,DEV0013,Imtiaz Developments,Tier 2,Imtiaz Developments Dubai Creek Harbour Heights,Dubai,Dubai Creek Harbour,Apartment,Premium,4BR,225,2577.14,69.3,52.0,1.21,Cash,Ready,12,751385,805303,102,False,-0.04,68.6
COMP002225,2024-05-01,2024,5,DEV0013,Imtiaz Developments,Tier 2,Imtiaz Developments JBR Residences,Dubai,JBR,Apartment,Mid-Market,4BR,294,1798.85,45.1,16.6,5.22,Mortgage,Ready,4,326108,2312269,839,False,1.68,79.0
COMP002226,2024-05-01,2024,5,DEV0012,Tiger Properties,Tier 2,Tiger Properties JBR Gardens,Dubai,JBR,Villa,Affordable,1BR,102,1104.65,83.8,42.7,3.34,Post-Handover Payment Plan (PHPP),Off-Plan,7,2529796,197860,273,False,0.84,64.3
COMP002227,2024-05-01,2024,5,DEV0005,Meraas,Tier 1,Meraas Yas Island Residences,Abu Dhabi,Yas Island,Apartment,Mid-Market,1BR,80,1222.53,0.0,0.0,4.34,Deferred Payment,Ready,19,527249,75798,725,False,1.53,67.1
COMP002228,2024-06-01,2024,6,DEV0010,Ellington Properties,Tier 2,Ellington Properties Dubai Creek Harbour Heights,Dubai,Dubai Creek Harbour,Apartment,Luxury,2BR,126,4727.51,27.7,17.5,3.83,Cash,Off-Plan,20,231295,152415,235,False,0.26,60.5
COMP002229,2024-06-01,2024,6,DEV0002,DAMAC Properties,Tier 1,DAMAC Properties Al Marjan Island Tower,Ras Al Khaimah,Al Marjan Island,Apartment,Affordable,2BR,154,401.96,27.2,41.9,1.88,Cash,Off-Plan,35,459609,426164,458,False,-0.7,91.8
COMP002230,2024-06-01,2024,6,DEV0010,Ellington Properties,Tier 2,Ellington Properties Motor City Park,Dubai,Motor City,Apartment,Affordable,1BR,201,409.23,47.1,31.6,5.93,Mortgage,Off-Plan,8,810369,335669,22,False,-0.52,72.3
COMP002231,2024-06-01,2024,6,DEV0003,Aldar Properties,Tier 1,Aldar Properties Saadiyat Island Residences,Abu Dhabi,Saadiyat Island,Apartment,Premium,Studio,69,2293.46,72.3,10.0,4.03,Cash,Off-Plan,11,1128541,381371,93,False,-1.49,64.4
COMP002232,2024-06-01,2024,6,DEV0012,Tiger Properties,Tier 2,Tiger Properties Al Raha Beach Tower,Abu Dhabi,Al Raha Beach,Commercial,Luxury,1BR,192,8871.43,55.4,15.2,5.19,Post-Handover Payment Plan (PHPP),Ready,23,745354,1175065,3542,False,-1.24,73.4
COMP002233,2024-06-01,2024,6,DEV0015,Reportage Properties,Tier 3,Reportage Properties Meydan Residences,Dubai,Meydan,Apartment,Mid-Market,2BR,30,1677.88,55.8,16.7,3.67,Mortgage,Off-Plan,14,2636579,450739,339,False,1.59,40.4
COMP002234,2024-06-01,2024,6,DEV0009,Binghatti,Tier 2,Binghatti Motor City Park,Dubai,Motor City,Apartment,Mid-Market,1BR,77,1542.8,100.0,25.7,2.45,Mortgage,Off-Plan,19,157957,554163,770,False,-1.18,77.3
COMP002235,2024-06-01,2024,6,DEV0016,Samana Developers,Tier 3,Samana Developers Downtown Dubai Park,Dubai,Downtown Dubai,Apartment,Ultra-Luxury,2BR,26,13535.13,43.9,11.4,1.43,Cash,Ready,33,1169975,699021,617,False,0.38,57.1
COMP002236,2024-06-01,2024,6,DEV0007,Azizi Developments,Tier 2,Azizi Developments Al Rashidiya Heights,Ajman,Al Rashidiya,Apartment,Premium,1BR,76,2362.73,78.2,8.5,2.32,Cash,Ready,1,437483,115707,293,False,-0.57,63.5
COMP002237,2024-06-01,2024,6,DEV0007,Azizi Developments,Tier 2,Azizi Developments Al Reef Tower,Abu Dhabi,Al Reef,Apartment,Affordable,1BR,103,566.23,32.9,8.5,4.31,Cash,Off-Plan,27,330125,433170,20,False,2.42,85.7
COMP002238,2024-06-01,2024,6,DEV0018,Majid Al Futtaim,Tier 1,Majid Al Futtaim JBR Park,Dubai,JBR,Plot,Mid-Market,3BR,204,1431.2,60.1,17.5,5.96,Mortgage,Off-Plan,35,399346,280192,253,False,-0.87,62.3
COMP002239,2024-06-01,2024,6,DEV0009,Binghatti,Tier 2,Binghatti Yas Island Residences,Abu Dhabi,Yas Island,Apartment,Mid-Market,2BR,88,1939.12,39.5,34.8,1.55,Post-Handover Payment Plan (PHPP),Off-Plan,16,262579,1513089,4,False,-0.98,68.2
COMP002240,2024-06-01,2024,6,DEV0018,Majid Al Futtaim,Tier 1,Majid Al Futtaim Downtown Dubai Park,Dubai,Downtown Dubai,Townhouse,Luxury,3BR,79,8315.2,52.3,20.7,0.09,Cash,Ready,5,3413323,1527595,110,False,1.79,54.5
COMP002241,2024-06-01,2024,6,DEV0009,Binghatti,Tier 2,Binghatti JBR Residences,Dubai,JBR,Townhouse,Premium,1BR,395,2458.53,0.0,0.0,6.52,Mortgage,Ready,29,794609,244967,359,False,0.65,57.4
COMP002242,2024-06-01,2024,6,DEV0005,Meraas,Tier 1,Meraas Arabian Ranches Residences,Dubai,Arabian Ranches,Studio,Affordable,2BR,254,603.41,28.1,35.7,2.22,Mortgage,Off-Plan,16,911083,259030,2674,False,0.01,87.0
COMP002243,2024-06-01,2024,6,DEV0004,Nakheel,Tier 1,Nakheel Saadiyat Island Park,Abu Dhabi,Saadiyat Island,Commercial,Mid-Market,2BR,145,1724.81,91.8,66.6,2.97,Cash,Off-Plan,22,400545,29351,20,False,-1.0,88.8
COMP002244,2024-06-01,2024,6,DEV0020,Meydan Group,Tier 1,Meydan Group JBR Gardens,Dubai,JBR,Townhouse,Premium,2BR,312,3851.8,43.3,135.1,1.4,Cash,Ready,0,236113,207251,1998,False,-2.31,54.5
COMP002245,2024-06-01,2024,6,DEV0019,Dubai Properties,Tier 1,Dubai Properties Al Reem Island Residences,Abu Dhabi,Al Reem Island,Villa,Mid-Market,1BR,40,1176.5,48.9,3.9,1.41,Cash,Off-Plan,1,279755,181672,1504,False,1.74,58.3
COMP002246,2024-06-01,2024,6,DEV0008,Danube Properties,Tier 2,Danube Properties Corniche Gardens,Abu Dhabi,Corniche,Townhouse,Mid-Market,2BR,102,1348.81,49.3,50.3,3.2,Cash,Ready,25,1071115,808282,261,False,-0.76,55.2
COMP002247,2024-06-01,2024,6,DEV0008,Danube Properties,Tier 2,Danube Properties Yas Acres Park,Abu Dhabi,Yas Acres,Townhouse,Luxury,4BR,154,4898.88,43.8,67.5,4.69,Mortgage,Ready,5,617488,190784,2990,False,0.13,84.9
COMP002248,2024-06-01,2024,6,DEV0002,DAMAC Properties,Tier 1,DAMAC Properties Al Taawun Heights,Sharjah,Al Taawun,Apartment,Ultra-Luxury,2BR,147,14408.47,21.8,2.9,3.53,Deferred Payment,Ready,8,319178,515112,645,False,1.72,88.4
COMP002249,2024-06-01,2024,6,DEV0017,Object 1,Tier 3,Object 1 Al Ghadeer Gardens,Abu Dhabi,Al Ghadeer,Apartment,Affordable,Studio,124,478.88,47.3,19.6,3.06,Post-Handover Payment Plan (PHPP),Ready,3,409375,2081873,1317,False,-0.37,64.5
COMP002250,2024-06-01,2024,6,DEV0008,Danube Properties,Tier 2,Danube Properties JBR Gardens,Dubai,JBR,Apartment,Mid-Market,2BR,97,1557.63,37.1,6.0,2.83,Construction-Linked,Ready,35,83914,77831,35,False,-0.48,64.9
COMP002251,2024-06-01,2024,6,DEV0008,Danube Properties,Tier 2,Danube Properties JBR Heights,Dubai,JBR,Commercial,Mid-Market,3BR,179,1695.93,51.5,18.4,1.67,Cash,Ready,27,114203,459504,868,False,1.08,41.3
COMP002252,2024-06-01,2024,6,DEV0002,DAMAC Properties,Tier 1,DAMAC Properties MBR City Heights,Dubai,MBR City,Apartment,Premium,3BR,118,3797.4,77.2,15.2,3.65,Cash,Off-Plan,24,465175,401606,246,False,-1.63,90.9
COMP002253,2024-06-01,2024,6,DEV0004,Nakheel,Tier 1,Nakheel Dubai South Residences,Dubai,Dubai South,Apartment,Luxury,1BR,119,8355.17,60.5,72.0,4.2,Mortgage,Ready,19,120163,508887,517,False,1.66,62.7
COMP002254,2024-06-01,2024,6,DEV0014,Select Group,Tier 2,Select Group Downtown Dubai Park,Dubai,Downtown Dubai,Townhouse,Affordable,1BR,231,1025.62,27.2,20.9,2.84,Construction-Linked,Off-Plan,19,977421,270123,310,False,1.29,46.4
COMP002255,2024-06-01,2024,6,DEV0011,RAK Properties,Tier 2,RAK Properties Al Nahda Tower,Sharjah,Al Nahda,Apartment,Mid-Market,4BR,21,1501.35,30.1,1.1,0.24,Cash,Ready,28,516589,1292072,1196,False,0.89,57.8
COMP002256,2024-06-01,2024,6,DEV0016,Samana Developers,Tier 3,Samana Developers DAMAC Hills Residences,Dubai,DAMAC Hills,Villa,Mid-Market,1BR,100,1327.98,26.0,26.0,3.92,Cash,Ready,31,258298,297422,635,False,-1.75,46.5
COMP002257,2024-06-01,2024,6,DEV0004,Nakheel,Tier 1,Nakheel Al Reem Island Park,Abu Dhabi,Al Reem Island,Apartment,Mid-Market,5BR+,132,1862.99,60.9,80.4,3.63,Deferred Payment,Ready,9,1058015,458229,928,False,-0.32,53.1
COMP002258,2024-06-01,2024,6,DEV0005,Meraas,Tier 1,Meraas Al Taawun Tower,Sharjah,Al Taawun,Villa,Affordable,2BR,446,590.69,12.5,27.9,2.39,Post-Handover Payment Plan (PHPP),Ready,4,205447,806165,432,False,3.59,50.8
COMP002259,2024-06-01,2024,6,DEV0001,Emaar Properties,Tier 1,Emaar Properties Corniche Heights,Abu Dhabi,Corniche,Apartment,Affordable,3BR,103,1038.69,70.8,36.5,6.98,Cash,Off-Plan,25,481839,46907,703,False,0.5,50.2
COMP002260,2024-06-01,2024,6,DEV0018,Majid Al Futtaim,Tier 1,Majid Al Futtaim Downtown Dubai Tower,Dubai,Downtown Dubai,Apartment,Premium,2BR,48,3022.08,66.5,16.0,0.26,Mortgage,Off-Plan,34,155916,18543,932,False,2.08,63.7
COMP002261,2024-06-01,2024,6,DEV0006,Sobha Realty,Tier 1,Sobha Realty Al Raha Beach Tower,Abu Dhabi,Al Raha Beach,Villa,Affordable,1BR,20,490.37,49.5,1.1,6.4,Cash,Ready,23,756304,1270903,518,False,-0.99,83.0
COMP002262,2024-06-01,2024,6,DEV0014,Select Group,Tier 2,Select Group Dubai Marina Tower,Dubai,Dubai Marina,Apartment,Mid-Market,1BR,218,1325.73,64.4,140.4,0.6,Mortgage,Off-Plan,34,1969854,702582,496,False,3.78,55.9
COMP002263,2024-06-01,2024,6,DEV0016,Samana Developers,Tier 3,Samana Developers Corniche Residences,Abu Dhabi,Corniche,Villa,Luxury,1BR,231,4184.44,72.0,166.3,4.35,Cash,Ready,31,1215986,95068,1425,False,0.13,75.1
COMP002264,2024-06-01,2024,6,DEV0016,Samana Developers,Tier 3,Samana Developers MBR City Residences,Dubai,MBR City,Plot,Mid-Market,1BR,22,1493.08,87.7,9.6,4.43,Mortgage,Ready,2,128184,9036,1669,False,2.52,55.0
COMP002265,2024-06-01,2024,6,DEV0007,Azizi Developments,Tier 2,Azizi Developments Discovery Gardens Park,Dubai,Discovery Gardens,Apartment,Affordable,2BR,108,1040.05,67.0,12.1,1.34,Cash,Off-Plan,34,661974,120242,47,False,-0.63,66.7
COMP002266,2024-07-01,2024,7,DEV0010,Ellington Properties,Tier 2,Ellington Properties Al Ghadeer Park,Abu Dhabi,Al Ghadeer,Apartment,Luxury,3BR,35,5790.52,68.2,11.9,1.79,Cash,Off-Plan,3,914874,21553,158,False,0.75,50.3
COMP002267,2024-07-01,2024,7,DEV0011,RAK Properties,Tier 2,RAK Properties Downtown Dubai Heights,Dubai,Downtown Dubai,Apartment,Premium,2BR,74,2091.13,49.7,36.8,3.69,Post-Handover Payment Plan (PHPP),Ready,8,105723,721201,401,False,0.81,58.7
COMP002268,2024-07-01,2024,7,DEV0010,Ellington Properties,Tier 2,Ellington Properties Saadiyat Island Tower,Abu Dhabi,Saadiyat Island,Villa,Premium,2BR,29,2899.63,34.2,5.0,0.58,Mortgage,Off-Plan,5,129490,218882,1583,False,-1.63,92.1
COMP002269,2024-07-01,2024,7,DEV0002,DAMAC Properties,Tier 1,DAMAC Properties Arabian Ranches Tower,Dubai,Arabian Ranches,Apartment,Ultra-Luxury,2BR,38,18001.85,29.1,3.7,6.38,Mortgage,Off-Plan,31,179992,976157,674,False,-1.29,50.1
COMP002270,2024-07-01,2024,7,DEV0003,Aldar Properties,Tier 1,Aldar Properties Saadiyat Island Park,Abu Dhabi,Saadiyat Island,Penthouse,Premium,1BR,335,3001.7,49.7,83.2,5.36,Cash,Off-Plan,26,737661,174547,2327,False,0.42,47.4
COMP002271,2024-07-01,2024,7,DEV0019,Dubai Properties,Tier 1,Dubai Properties Al Reem Island Park,Abu Dhabi,Al Reem Island,Apartment,Mid-Market,5BR+,323,1802.44,100.0,53.8,3.76,Cash,Off-Plan,12,891188,32051,2496,False,-0.48,88.7
COMP002272,2024-07-01,2024,7,DEV0008,Danube Properties,Tier 2,Danube Properties Business Bay Heights,Dubai,Business Bay,Apartment,Premium,2BR,262,3881.61,15.8,20.7,1.33,Mortgage,Off-Plan,26,244356,712407,394,False,3.29,93.2
