property_id,project_name,developer_id,emirate,city,locality,region,property_type,property_category,bedrooms,completion_status,area_sqft,listed_price_aed,price_per_sqft_aed,total_units_in_project,launch_year,freehold,golden_visa_eligible,dld_permit_no,rera_registration_no,amenities,walkability_score,metro_proximity_km,school_proximity_km,service_charge_per_sqft_aed
PROP0606,Samana Developers Palm Jumeirah Gardens,DEV0016,Dubai,Dubai,Palm Jumeirah,South UAE,Apartment,Affordable,2BR,Off-Plan,860.7,519945,604.07,215,2023,True,False,DLD-NOC-451380,RERA-13560,"Pool,Gym,Parking",88.8,1.9,1.4,19.12
PROP0607,Emaar Properties Muwaileh Park,DEV0001,Sharjah,Sharjah,Muwaileh,Central UAE,Commercial,Affordable,4BR,Ready,1788.3,712205,398.27,90,2021,False,False,DLD-NOC-778638,RERA-74350,"Pool,Gym,Kids Play,Parking",58.1,7.0,1.1,31.28
PROP0608,Imtiaz Developments Dubai Marina Park,DEV0013,Dubai,Dubai,Dubai Marina,South UAE,Commercial,Luxury,3BR,Ready,1972.8,7813871,3960.78,19,2021,True,True,DLD-NOC-925756,RERA-33874,"Gym,Parking,BBQ Area",45.0,7.1,3.2,21.07
PROP0609,RAK Properties Business Bay Gardens,DEV0011,Dubai,Dubai,Business Bay,South UAE,Penthouse,Premium,Studio,Off-Plan,1110.9,1870575,1683.82,11,2024,True,False,DLD-NOC-663718,RERA-54447,"Gym,Parking,BBQ Area",77.8,1.6,3.5,33.15
PROP0610,Imtiaz Developments Al Ghadeer Gardens,DEV0013,Abu Dhabi,Abu Dhabi,Al Ghadeer,South UAE,Villa,Mid-Market,3BR,Ready,2132.7,2789397,1307.92,17,2021,True,True,DLD-NOC-963969,RERA-91199,"Pool,Gym,Kids Play,Parking",67.2,3.8,3.5,31.38
PROP0611,Sobha Realty Al Barsha Park,DEV0006,Dubai,Dubai,Al Barsha,South UAE,Commercial,Premium,2BR,Off-Plan,1954.1,4031379,2063.0,93,2024,True,True,DLD-NOC-673151,RERA-94386,"Parking,Gym",77.3,7.2,4.3,18.62
PROP0612,Reportage Properties Dubai Marina Tower,DEV0015,Dubai,Dubai,Dubai Marina,South UAE,Apartment,Premium,2BR,Off-Plan,1672.1,3190385,1908.03,91,2025,True,True,DLD-NOC-645637,RERA-16551,"Pool,Gym,Parking",52.8,6.0,4.3,32.54
PROP0613,Meraas UAQ Old Town Tower,DEV0005,Umm Al Quwain,Umm Al Quwain,UAQ Old Town,North UAE,Apartment,Affordable,2BR,Off-Plan,1332.0,479663,360.1,16,2021,True,False,DLD-NOC-890190,RERA-27414,"Pool,Gym,Kids Play,Parking",43.1,6.0,2.7,34.33
PROP0614,Meydan Group Business Bay Gardens,DEV0020,Dubai,Dubai,Business Bay,South UAE,Villa,Premium,5BR+,Off-Plan,2563.9,5776571,2253.05,154,2023,True,True,DLD-NOC-932801,RERA-66100,"Pool,Gym,Kids Play,Parking",72.1,4.2,2.5,31.24
PROP0615,Majid Al Futtaim Al Yarmook Views,DEV0018,Sharjah,Sharjah,Al Yarmook,Central UAE,Townhouse,Premium,2BR,Ready,1340.3,2952956,2203.25,5,2024,True,True,DLD-NOC-814354,RERA-37123,"Pool,Gym,Kids Play,Parking",55.1,3.5,4.6,30.77
PROP0616,Emaar Properties Corniche Tower,DEV0001,Abu Dhabi,Abu Dhabi,Corniche,South UAE,Apartment,Ultra-Luxury,4BR,Ready,469.3,7032695,14986.46,65,2019,True,True,DLD-NOC-552918,RERA-78049,"Pool,Gym,Kids Play,Parking",49.1,3.4,3.0,27.2
PROP0617,Imtiaz Developments Khalifa City Park,DEV0013,Abu Dhabi,Abu Dhabi,Khalifa City,South UAE,Villa,Luxury,1BR,Ready,4269.8,17587692,4119.09,99,2025,False,True,DLD-NOC-258468,RERA-51528,"Pool,Gym,Parking",72.8,0.2,1.2,16.19
PROP0618,Dubai Properties Dubai Marina Views,DEV0019,Dubai,Dubai,Dubai Marina,South UAE,Villa,Mid-Market,3BR,Ready,2130.8,2040034,957.39,109,2023,True,True,DLD-NOC-640644,RERA-53572,"Pool,Gym,Kids Play,Parking",71.3,4.4,1.1,18.97
PROP0619,Dubai Properties Dubai Hills Estate Views,DEV0019,Dubai,Dubai,Dubai Hills Estate,South UAE,Commercial,Mid-Market,4BR,Ready,1366.1,1928610,1411.75,35,2023,True,False,DLD-NOC-235379,RERA-28229,"Gym,Parking,BBQ Area",54.5,0.3,4.5,25.97
PROP0620,Emaar Properties Al Reef Park,DEV0001,Abu Dhabi,Abu Dhabi,Al Reef,South UAE,Apartment,Mid-Market,3BR,Off-Plan,1775.1,2622409,1477.33,28,2024,True,True,DLD-NOC-839520,RERA-74555,"Pool,Gym,Kids Play,Parking",54.5,3.0,1.6,31.18
PROP0621,Aldar Properties Al Marjan Island Heights,DEV0003,Ras Al Khaimah,Ras Al Khaimah,Al Marjan Island,North UAE,Studio,Premium,3BR,Off-Plan,1393.1,2839119,2038.06,31,2020,True,True,DLD-NOC-697908,RERA-91731,"Parking,Gym",93.1,4.0,1.3,13.34
PROP0622,Select Group Al Furjan Gardens,DEV0014,Dubai,Dubai,Al Furjan,South UAE,Townhouse,Mid-Market,3BR,Off-Plan,746.1,1007825,1350.82,6,2020,True,False,DLD-NOC-897281,RERA-75430,"Pool,Gym,Kids Play,Parking",73.1,2.6,0.5,24.1
PROP0623,Meraas Khalifa City Gardens,DEV0005,Abu Dhabi,Abu Dhabi,Khalifa City,South UAE,Penthouse,Premium,3BR,Off-Plan,542.1,1578142,2910.95,136,2022,True,False,DLD-NOC-901223,RERA-93080,"Pool,Gym,Parking",89.5,0.9,1.2,12.43
PROP0624,Reportage Properties MBR City Tower,DEV0015,Dubai,Dubai,MBR City,South UAE,Plot,Premium,1BR,Off-Plan,1673.1,3656252,2185.32,55,2021,True,True,DLD-NOC-410426,RERA-10599,"Parking,Gym",57.4,7.6,2.2,22.21
PROP0625,Sobha Realty Al Hamra Village Residences,DEV0006,Ras Al Khaimah,Ras Al Khaimah,Al Hamra Village,North UAE,Townhouse,Ultra-Luxury,1BR,Off-Plan,2656.7,35544900,13379.38,79,2025,True,True,DLD-NOC-662953,RERA-14071,"Pool,Gym,Parking",69.2,0.2,3.4,31.61
PROP0626,DAMAC Properties Arabian Ranches Tower,DEV0002,Dubai,Dubai,Arabian Ranches,South UAE,Apartment,Luxury,4BR,Ready,1609.4,7455452,4632.47,82,2022,True,True,DLD-NOC-171031,RERA-26228,"Pool,Gym,Parking",80.3,5.7,1.7,22.56
PROP0627,Binghatti Al Jurf Views,DEV0009,Ajman,Ajman,Al Jurf,Central UAE,Apartment,Mid-Market,2BR,Off-Plan,1700.3,1590195,935.24,79,2023,True,False,DLD-NOC-515015,RERA-96643,"Pool,Gym,Parking,Concierge,Spa",70.9,1.0,4.4,20.0
PROP0628,Imtiaz Developments Arabian Ranches Heights,DEV0013,Dubai,Dubai,Arabian Ranches,South UAE,Studio,Affordable,Studio,Ready,801.3,358831,447.8,104,2020,True,False,DLD-NOC-841633,RERA-44830,"Pool,Gym,Parking",57.9,5.4,1.8,20.55
PROP0629,RAK Properties Saadiyat Island Heights,DEV0011,Abu Dhabi,Abu Dhabi,Saadiyat Island,South UAE,Commercial,Premium,1BR,Ready,1664.9,4314540,2591.44,129,2024,True,True,DLD-NOC-459110,RERA-87587,"Pool,Gym,Parking",59.0,3.5,0.6,32.83
PROP0630,Azizi Developments Yas Island Gardens,DEV0007,Abu Dhabi,Abu Dhabi,Yas Island,South UAE,Apartment,Mid-Market,4BR,Off-Plan,1263.6,1859579,1471.62,118,2022,True,False,DLD-NOC-668536,RERA-76203,"Gym,Parking,BBQ Area",67.6,8.0,4.6,30.04
PROP0631,Reportage Properties Masdar City Tower,DEV0015,Abu Dhabi,Abu Dhabi,Masdar City,South UAE,Apartment,Mid-Market,5BR+,Off-Plan,995.5,1205257,1210.69,35,2019,True,False,DLD-NOC-364182,RERA-27147,"Parking,Gym",91.5,3.9,1.2,28.75
PROP0632,RAK Properties Mina Al Arab Gardens,DEV0011,Ras Al Khaimah,Ras Al Khaimah,Mina Al Arab,North UAE,Apartment,Affordable,1BR,Off-Plan,809.3,500711,618.7,81,2025,True,False,DLD-NOC-752818,RERA-60566,"Gym,Parking,BBQ Area",40.8,2.8,3.5,13.21
PROP0633,RAK Properties Dubai Marina Heights,DEV0011,Dubai,Dubai,Dubai Marina,South UAE,Commercial,Luxury,1BR,Ready,1351.1,8426941,6236.89,57,2022,True,True,DLD-NOC-826508,RERA-26486,"Pool,Gym,Parking",61.0,5.6,3.6,20.32
PROP0634,Imtiaz Developments Yas Acres Heights,DEV0013,Abu Dhabi,Abu Dhabi,Yas Acres,South UAE,Studio,Mid-Market,1BR,Off-Plan,1004.2,1037959,1033.6,37,2019,True,False,DLD-NOC-620670,RERA-85409,"Pool,Gym,Parking",74.6,7.9,0.9,25.99
PROP0635,Binghatti Al Hamra Village Gardens,DEV0009,Ras Al Khaimah,Ras Al Khaimah,Al Hamra Village,North UAE,Apartment,Mid-Market,1BR,Off-Plan,1382.8,1730222,1251.24,17,2022,True,False,DLD-NOC-269664,RERA-73069,"Pool,Gym,Parking",93.4,1.1,4.2,23.58
PROP0636,Select Group Dubai South Park,DEV0014,Dubai,Dubai,Dubai South,South UAE,Apartment,Mid-Market,2BR,Off-Plan,1824.7,2246022,1230.92,97,2019,True,True,DLD-NOC-966973,RERA-86543,"Pool,Gym,Kids Play,Parking",90.5,5.6,4.2,33.82
PROP0637,Binghatti Dibba Heights,DEV0009,Fujairah,Fujairah,Dibba,North UAE,Penthouse,Premium,2BR,Ready,1368.2,3496920,2555.94,77,2023,True,True,DLD-NOC-559768,RERA-35029,"Pool,Gym,Parking,Concierge,Spa",50.3,1.9,1.3,20.11
PROP0638,Aldar Properties Downtown Dubai Tower,DEV0003,Dubai,Dubai,Downtown Dubai,South UAE,Apartment,Mid-Market,3BR,Ready,1439.9,2001054,1389.69,130,2023,True,True,DLD-NOC-933214,RERA-42141,"Pool,Gym,Parking",50.8,4.1,4.3,23.91
PROP0639,Samana Developers Al Furjan Residences,DEV0016,Dubai,Dubai,Al Furjan,South UAE,Villa,Affordable,1BR,Ready,2662.6,2164764,813.04,26,2020,True,True,DLD-NOC-320626,RERA-65688,"Pool,Gym,Parking",67.7,2.1,1.5,14.51
PROP0640,Emaar Properties Sports City Views,DEV0001,Dubai,Dubai,Sports City,South UAE,Plot,Mid-Market,1BR,Off-Plan,1874.0,1845767,984.92,7,2021,True,False,DLD-NOC-821900,RERA-33947,"Gym,Parking,BBQ Area",79.4,6.6,1.2,33.59
PROP0641,Majid Al Futtaim Al Raha Beach Tower,DEV0018,Abu Dhabi,Abu Dhabi,Al Raha Beach,South UAE,Studio,Luxury,3BR,Ready,1669.8,11047027,6615.74,66,2020,True,True,DLD-NOC-154751,RERA-84719,"Gym,Parking,BBQ Area",66.8,5.7,1.8,22.86
PROP0642,DAMAC Properties Saadiyat Island Views,DEV0002,Abu Dhabi,Abu Dhabi,Saadiyat Island,South UAE,Commercial,Ultra-Luxury,2BR,Off-Plan,1836.0,19371633,10550.95,87,2025,True,True,DLD-NOC-151900,RERA-80496,"Parking,Gym",60.2,4.8,0.6,23.09
PROP0643,Tiger Properties Al Reem Island Tower,DEV0012,Abu Dhabi,Abu Dhabi,Al Reem Island,South UAE,Apartment,Mid-Market,2BR,Off-Plan,903.9,843668,933.34,138,2021,True,False,DLD-NOC-118173,RERA-92753,"Pool,Gym,Parking",73.6,6.4,2.4,15.24
PROP0644,Danube Properties Mina Al Arab Views,DEV0008,Ras Al Khaimah,Ras Al Khaimah,Mina Al Arab,North UAE,Commercial,Ultra-Luxury,1BR,Ready,1086.2,18368787,16911.12,73,2019,True,True,DLD-NOC-520000,RERA-54116,"Pool,Gym,Parking",62.4,0.7,2.4,29.62
PROP0645,Aldar Properties Al Yarmook Views,DEV0003,Sharjah,Sharjah,Al Yarmook,Central UAE,Apartment,Mid-Market,Studio,Off-Plan,1447.8,1841760,1272.11,30,2019,False,False,DLD-NOC-265211,RERA-23654,"Pool,Gym,Parking,Concierge,Spa",41.0,3.2,4.2,26.67
PROP0646,DAMAC Properties Downtown Dubai Gardens,DEV0002,Dubai,Dubai,Downtown Dubai,South UAE,Plot,Premium,4BR,Off-Plan,742.0,1510617,2035.76,57,2021,True,False,DLD-NOC-613195,RERA-15787,"Pool,Gym,Kids Play,Parking",42.7,7.0,4.4,20.3
PROP0647,Emaar Properties Al Barsha Gardens,DEV0001,Dubai,Dubai,Al Barsha,South UAE,Apartment,Premium,2BR,Ready,701.8,1973692,2812.45,15,2023,True,False,DLD-NOC-220418,RERA-24847,"Parking,Gym",43.8,4.0,4.7,18.07
PROP0648,Danube Properties DAMAC Hills Heights,DEV0008,Dubai,Dubai,DAMAC Hills,South UAE,Apartment,Luxury,1BR,Off-Plan,1021.5,3517229,3443.27,7,2025,True,True,DLD-NOC-305158,RERA-27624,"Pool,Gym,Parking,Concierge,Spa",92.8,7.6,1.7,24.33
PROP0649,Azizi Developments Dubai Hills Estate Tower,DEV0007,Dubai,Dubai,Dubai Hills Estate,South UAE,Apartment,Mid-Market,1BR,Off-Plan,1799.5,2557940,1421.51,93,2019,True,True,DLD-NOC-483377,RERA-18172,"Parking,Gym",94.5,3.8,2.9,24.28
PROP0650,Emaar Properties Dubai Creek Harbour Park,DEV0001,Dubai,Dubai,Dubai Creek Harbour,South UAE,Townhouse,Luxury,1BR,Ready,3843.5,14088002,3665.4,33,2025,True,True,DLD-NOC-492457,RERA-80906,"Pool,Gym,Parking",73.1,2.1,2.7,34.85
PROP0651,Meydan Group Khalifa City Park,DEV0020,Abu Dhabi,Abu Dhabi,Khalifa City,South UAE,Villa,Mid-Market,1BR,Ready,713.3,1013258,1420.55,236,2025,True,False,DLD-NOC-305186,RERA-54381,"Pool,Gym,Kids Play,Parking",53.0,7.3,4.7,12.54
PROP0652,Meraas Mina Al Arab Tower,DEV0005,Ras Al Khaimah,Ras Al Khaimah,Mina Al Arab,North UAE,Penthouse,Premium,1BR,Off-Plan,1982.8,3130323,1578.73,90,2019,True,True,DLD-NOC-694285,RERA-90041,"Pool,Gym,Parking",89.5,0.7,4.6,23.79
PROP0653,Danube Properties Khalifa City Heights,DEV0008,Abu Dhabi,Abu Dhabi,Khalifa City,South UAE,Villa,Premium,3BR,Ready,1728.9,4935868,2854.94,115,2025,True,True,DLD-NOC-518510,RERA-31741,"Pool,Gym,Kids Play,Parking",52.0,3.6,2.2,25.78
PROP0654,Meraas Palm Jumeirah Heights,DEV0005,Dubai,Dubai,Palm Jumeirah,South UAE,Plot,Mid-Market,1BR,Off-Plan,402.5,481765,1197.02,22,2024,True,False,DLD-NOC-171610,RERA-90309,"Pool,Gym,Parking",74.0,0.3,0.6,28.92
PROP0655,Samana Developers Saadiyat Island Heights,DEV0016,Abu Dhabi,Abu Dhabi,Saadiyat Island,South UAE,Villa,Mid-Market,4BR,Off-Plan,3499.4,3360210,960.23,23,2022,False,True,DLD-NOC-494767,RERA-51531,"Pool,Gym,Parking",76.4,6.7,4.1,20.8
PROP0656,Nakheel MBR City Heights,DEV0004,Dubai,Dubai,MBR City,South UAE,Apartment,Affordable,2BR,Off-Plan,892.9,548205,613.97,48,2020,True,False,DLD-NOC-538517,RERA-38520,"Pool,Gym,Parking",44.8,6.5,4.8,17.57
PROP0657,Dubai Properties Meydan Heights,DEV0019,Dubai,Dubai,Meydan,South UAE,Townhouse,Mid-Market,1BR,Off-Plan,2571.8,2853297,1109.47,60,2023,True,True,DLD-NOC-119639,RERA-65218,"Pool,Gym,Parking",47.3,2.9,3.6,26.1
PROP0658,Azizi Developments Masdar City Tower,DEV0007,Abu Dhabi,Abu Dhabi,Masdar City,South UAE,Townhouse,Mid-Market,Studio,Off-Plan,2998.8,3260037,1087.1,26,2021,False,True,DLD-NOC-318145,RERA-53257,"Pool,Gym,Parking",79.7,0.3,2.3,14.12
PROP0659,Reportage Properties Dubai Hills Estate Heights,DEV0015,Dubai,Dubai,Dubai Hills Estate,South UAE,Commercial,Mid-Market,Studio,Off-Plan,1950.6,2775330,1422.77,49,2019,True,True,DLD-NOC-487590,RERA-85223,"Pool,Gym,Parking,Concierge,Spa",76.6,3.0,4.3,15.67
PROP0660,Binghatti Dubai South Residences,DEV0009,Dubai,Dubai,Dubai South,South UAE,Townhouse,Mid-Market,1BR,Off-Plan,1020.9,1024212,1003.23,35,2019,True,False,DLD-NOC-564351,RERA-90239,"Pool,Gym,Parking",88.1,5.2,1.3,12.81
PROP0661,Tiger Properties JVC Tower,DEV0012,Dubai,Dubai,JVC,South UAE,Apartment,Luxury,2BR,Ready,619.7,2584266,4170.17,19,2020,True,True,DLD-NOC-176690,RERA-74756,"Pool,Gym,Parking,Concierge,Spa",87.5,3.2,2.1,19.68
PROP0662,Sobha Realty JVC Tower,DEV0006,Dubai,Dubai,JVC,South UAE,Apartment,Affordable,2BR,Off-Plan,1483.5,1014486,683.83,178,2025,True,False,DLD-NOC-413194,RERA-11255,"Gym,Parking,BBQ Area",52.6,0.8,4.8,22.14
PROP0663,Meydan Group Al Reef Park,DEV0020,Abu Dhabi,Abu Dhabi,Al Reef,South UAE,Apartment,Affordable,1BR,Ready,526.7,218856,415.51,373,2025,False,False,DLD-NOC-186486,RERA-46135,"Pool,Gym,Parking",80.5,4.9,3.0,32.27
PROP0664,Meydan Group Al Barsha Tower,DEV0020,Dubai,Dubai,Al Barsha,South UAE,Villa,Mid-Market,Studio,Off-Plan,1063.3,953945,897.11,97,2020,True,False,DLD-NOC-358196,RERA-83676,"Pool,Gym,Parking",55.8,3.8,0.7,31.84
PROP0665,Nakheel Al Barsha Views,DEV0004,Dubai,Dubai,Al Barsha,South UAE,Commercial,Luxury,2BR,Off-Plan,1027.7,5785006,5629.24,126,2025,True,True,DLD-NOC-109577,RERA-46403,"Pool,Gym,Parking,Concierge,Spa",80.9,6.8,0.6,12.08
PROP0666,Sobha Realty Dubai Creek Harbour Heights,DEV0006,Dubai,Dubai,Dubai Creek Harbour,South UAE,Villa,Mid-Market,2BR,Off-Plan,2537.3,3086658,1216.49,132,2024,True,True,DLD-NOC-566611,RERA-81620,"Pool,Gym,Parking,Concierge,Spa",61.8,3.2,1.8,20.16
PROP0667,Ellington Properties Qidfa Gardens,DEV0010,Fujairah,Fujairah,Qidfa,North UAE,Villa,Luxury,1BR,Ready,1594.0,9201370,5772.44,20,2020,False,True,DLD-NOC-815240,RERA-94003,"Gym,Parking,BBQ Area",41.2,6.1,4.5,26.47
PROP0668,Nakheel Al Rashidiya Heights,DEV0004,Ajman,Ajman,Al Rashidiya,Central UAE,Commercial,Mid-Market,5BR+,Off-Plan,807.8,734661,909.43,99,2019,True,False,DLD-NOC-450280,RERA-77738,"Pool,Gym,Kids Play,Parking",83.8,4.9,1.8,20.43
PROP0669,Dubai Properties Al Nahda Park,DEV0019,Sharjah,Sharjah,Al Nahda,Central UAE,Apartment,Premium,2BR,Off-Plan,1373.4,2700313,1966.15,252,2019,True,True,DLD-NOC-358480,RERA-39578,"Pool,Gym,Parking,Concierge,Spa",80.5,6.1,4.6,30.94
PROP0670,Emaar Properties Arabian Ranches Residences,DEV0001,Dubai,Dubai,Arabian Ranches,South UAE,Studio,Mid-Market,4BR,Ready,1548.6,2155016,1391.62,105,2021,True,True,DLD-NOC-825406,RERA-55519,"Pool,Gym,Parking",61.7,3.2,1.8,14.97
PROP0671,Ellington Properties JVC Park,DEV0010,Dubai,Dubai,JVC,South UAE,Apartment,Mid-Market,1BR,Off-Plan,1271.3,1316602,1035.67,34,2023,True,False,DLD-NOC-826900,RERA-67916,"Pool,Gym,Kids Play,Parking",71.1,6.7,1.5,30.91
PROP0672,Dubai Properties Ajman Corniche Residences,DEV0019,Ajman,Ajman,Ajman Corniche,Central UAE,Apartment,Affordable,1BR,Ready,861.4,364996,423.74,212,2021,True,False,DLD-NOC-624571,RERA-64636,"Pool,Gym,Parking",84.5,1.7,4.8,29.09
PROP0673,Imtiaz Developments Al Furjan Tower,DEV0013,Dubai,Dubai,Al Furjan,South UAE,Apartment,Affordable,2BR,Off-Plan,1632.1,1262033,773.28,113,2022,True,False,DLD-NOC-717107,RERA-86760,"Pool,Gym,Parking,Concierge,Spa",89.8,1.1,3.9,13.44
PROP0674,Imtiaz Developments Mina Al Arab Park,DEV0013,Ras Al Khaimah,Ras Al Khaimah,Mina Al Arab,North UAE,Studio,Affordable,1BR,Ready,655.4,246891,376.7,34,2022,True,False,DLD-NOC-196313,RERA-34587,"Pool,Gym,Parking,Concierge,Spa",82.6,0.5,3.8,23.73
PROP0675,Azizi Developments Mina Al Arab Views,DEV0007,Ras Al Khaimah,Ras Al Khaimah,Mina Al Arab,North UAE,Apartment,Premium,2BR,Ready,617.6,1057746,1712.74,107,2019,True,False,DLD-NOC-315769,RERA-18426,"Pool,Gym,Parking",68.8,2.2,2.3,13.28
PROP0676,Aldar Properties Dubai Creek Harbour Views,DEV0003,Dubai,Dubai,Dubai Creek Harbour,South UAE,Apartment,Premium,2BR,Ready,1062.4,1999083,1881.66,37,2024,True,False,DLD-NOC-310076,RERA-82270,"Pool,Gym,Parking",76.4,4.1,3.9,33.06
PROP0677,Dubai Properties Al Furjan Heights,DEV0019,Dubai,Dubai,Al Furjan,South UAE,Villa,Luxury,2BR,Off-Plan,2368.7,14605486,6165.97,22,2020,True,True,DLD-NOC-964798,RERA-55685,"Parking,Gym",86.3,4.3,1.8,23.22
PROP0678,Danube Properties Al Rashidiya Tower,DEV0008,Ajman,Ajman,Al Rashidiya,Central UAE,Villa,Affordable,1BR,Ready,1325.9,742076,559.66,40,2020,False,False,DLD-NOC-456803,RERA-42113,"Pool,Gym,Parking",54.4,6.5,4.9,21.95
PROP0679,Nakheel Corniche Park,DEV0004,Abu Dhabi,Abu Dhabi,Corniche,South UAE,Townhouse,Affordable,2BR,Off-Plan,4500.6,2537643,563.85,177,2022,False,True,DLD-NOC-393064,RERA-88395,"Pool,Gym,Parking",61.2,3.8,4.1,14.88
PROP0680,Ellington Properties Dubai South Tower,DEV0010,Dubai,Dubai,Dubai South,South UAE,Villa,Mid-Market,1BR,Off-Plan,677.2,839314,1239.37,42,2022,True,False,DLD-NOC-928532,RERA-99684,"Pool,Gym,Kids Play,Parking",81.9,5.7,1.7,25.32
PROP0681,Meydan Group Dubai South Heights,DEV0020,Dubai,Dubai,Dubai South,South UAE,Apartment,Mid-Market,2BR,Ready,1111.7,1456533,1310.17,245,2024,True,False,DLD-NOC-276262,RERA-59602,"Parking,Gym",57.3,5.9,2.9,31.03
PROP0682,Nakheel Dubai Hills Estate Tower,DEV0004,Dubai,Dubai,Dubai Hills Estate,South UAE,Apartment,Affordable,1BR,Ready,1992.7,1343256,674.08,220,2022,True,False,DLD-NOC-616556,RERA-70780,"Pool,Gym,Parking",73.1,1.8,4.1,26.6
PROP0683,Dubai Properties Dubai Creek Harbour Park,DEV0019,Dubai,Dubai,Dubai Creek Harbour,South UAE,Apartment,Luxury,5BR+,Ready,1235.1,4021931,3256.3,22,2020,True,True,DLD-NOC-655004,RERA-94320,"Gym,Parking,BBQ Area",52.2,0.6,4.8,26.81
PROP0684,DAMAC Properties Khalifa City Tower,DEV0002,Abu Dhabi,Abu Dhabi,Khalifa City,South UAE,Apartment,Luxury,3BR,Ready,953.1,6089699,6389.15,31,2022,True,True,DLD-NOC-718109,RERA-63403,"Parking,Gym",48.4,1.7,0.6,34.13
PROP0685,Tiger Properties JBR Gardens,DEV0012,Dubai,Dubai,JBR,South UAE,Villa,Affordable,Studio,Ready,3441.3,1372339,398.79,141,2025,True,False,DLD-NOC-502449,RERA-44186,"Parking,Gym",66.7,6.3,1.9,34.68
PROP0686,Majid Al Futtaim Al Reem Island Tower,DEV0018,Abu Dhabi,Abu Dhabi,Al Reem Island,South UAE,Studio,Mid-Market,1BR,Off-Plan,1878.4,2166119,1153.16,34,2019,True,True,DLD-NOC-329303,RERA-47286,"Pool,Gym,Parking",55.3,6.1,4.7,33.02
PROP0687,Select Group Al Hamra Village Park,DEV0014,Ras Al Khaimah,Ras Al Khaimah,Al Hamra Village,North UAE,Plot,Mid-Market,3BR,Ready,501.7,448596,894.21,111,2025,True,False,DLD-NOC-655745,RERA-92186,"Parking,Gym",44.0,7.3,1.2,26.25
PROP0688,Tiger Properties Dubai South Park,DEV0012,Dubai,Dubai,Dubai South,South UAE,Penthouse,Mid-Market,1BR,Ready,1474.5,1912505,1297.02,98,2021,True,False,DLD-NOC-304565,RERA-26399,"Pool,Gym,Parking,Concierge,Spa",58.1,7.2,2.8,19.59
PROP0689,Aldar Properties Yas Acres Views,DEV0003,Abu Dhabi,Abu Dhabi,Yas Acres,South UAE,Commercial,Mid-Market,1BR,Off-Plan,1852.4,2216367,1196.51,44,2025,True,True,DLD-NOC-253434,RERA-57981,"Pool,Gym,Parking,Concierge,Spa",86.3,4.7,1.2,32.99
PROP0690,Object 1 Meydan Residences,DEV0017,Dubai,Dubai,Meydan,South UAE,Apartment,Premium,2BR,Off-Plan,1511.0,2886682,1910.43,51,2022,True,True,DLD-NOC-347498,RERA-35525,"Pool,Gym,Parking",83.7,5.8,4.9,19.34
PROP0691,RAK Properties Al Barsha Tower,DEV0011,Dubai,Dubai,Al Barsha,South UAE,Apartment,Mid-Market,3BR,Ready,1048.6,1232544,1175.47,143,2020,True,False,DLD-NOC-188446,RERA-97430,"Pool,Gym,Kids Play,Parking",66.6,4.4,1.4,18.39
PROP0692,Emaar Properties Al Ghadeer Park,DEV0001,Abu Dhabi,Abu Dhabi,Al Ghadeer,South UAE,Villa,Mid-Market,4BR,Off-Plan,1708.0,2269260,1328.64,76,2019,False,True,DLD-NOC-702422,RERA-49281,"Pool,Gym,Parking,Concierge,Spa",65.6,1.2,1.4,20.06
PROP0693,Select Group Dubai Marina Park,DEV0014,Dubai,Dubai,Dubai Marina,South UAE,Villa,Ultra-Luxury,2BR,Off-Plan,2347.0,33120549,14111.62,149,2024,True,True,DLD-NOC-515737,RERA-61857,"Pool,Gym,Parking",46.9,3.8,4.4,21.18
PROP0694,Samana Developers Palm Jumeirah Park,DEV0016,Dubai,Dubai,Palm Jumeirah,South UAE,Studio,Affordable,Studio,Off-Plan,1413.8,799588,565.56,115,2025,True,False,DLD-NOC-115810,RERA-89022,"Pool,Gym,Parking",70.8,6.8,3.7,14.4
PROP0695,Nakheel Al Rashidiya Heights,DEV0004,Ajman,Ajman,Al Rashidiya,Central UAE,Townhouse,Premium,Studio,Off-Plan,3926.2,11111009,2829.95,17,2025,False,True,DLD-NOC-914141,RERA-68837,"Pool,Gym,Parking",61.0,2.7,4.8,22.09
PROP0696,Select Group Yas Acres Park,DEV0014,Abu Dhabi,Abu Dhabi,Yas Acres,South UAE,Apartment,Affordable,3BR,Off-Plan,1537.9,466322,303.22,52,2019,False,False,DLD-NOC-862236,RERA-90930,"Pool,Gym,Kids Play,Parking",57.6,0.5,4.8,21.19
PROP0697,Tiger Properties Al Barsha Views,DEV0012,Dubai,Dubai,Al Barsha,South UAE,Apartment,Affordable,1BR,Off-Plan,1952.5,1367774,700.53,62,2020,True,False,DLD-NOC-478137,RERA-65409,"Pool,Gym,Parking,Concierge,Spa",54.0,6.0,4.4,16.23
PROP0698,Reportage Properties Saadiyat Island Park,DEV0015,Abu Dhabi,Abu Dhabi,Saadiyat Island,South UAE,Villa,Affordable,4BR,Off-Plan,2594.5,1316346,507.37,155,2024,False,False,DLD-NOC-273464,RERA-47587,"Pool,Gym,Parking",85.6,3.6,1.3,17.63
